chrom	start	end	NucDiv	Middle
NC_001421.2	11900	11950	0.0378342	11925.0
NC_001421.2	11950	12000	0.0678118	11975.0
NC_001421.2	12000	12050	0.102196	12025.0
NC_001421.2	12050	12100	0.0741299	12075.0
NC_001421.2	12100	12150	0.150232	12125.0
NC_001421.2	12150	12200	0.0566692	12175.0
NC_001421.2	12200	12250	0.0371471	12225.0
NC_001421.2	12250	12300	0.0904108	12275.0
NC_001421.2	12300	12350	0.0556385	12325.0
NC_001421.2	12350	12400	0.131755	12375.0
NC_001421.2	12400	12450	0.0751158	12425.0
NC_001421.2	12450	12500	0.0475429	12475.0
NC_001421.2	12500	12550	0.0500224	12525.0
NC_001421.2	12550	12600	0.0828827	12575.0
NC_001421.2	12600	12650	0.0674533	12625.0
NC_001421.2	12650	12700	0.126497	12675.0
NC_001421.2	12700	12750	0.110665	12725.0
NC_001421.2	12750	12800	0.133861	12775.0
NC_001421.2	12800	12850	0.100388	12825.0
NC_001421.2	12850	12900	0.0881553	12875.0
NC_001421.2	12900	12950	0.0394623	12925.0
NC_001421.2	12950	13000	0.105273	12975.0
NC_001421.2	13000	13050	0.0726064	13025.0
NC_001421.2	13050	13100	0.0771023	13075.0
NC_001421.2	13100	13150	0.0652726	13125.0
NC_001421.2	13150	13200	0.057879	13175.0
NC_001421.2	13200	13250	0.0827483	13225.0
NC_001421.2	13250	13300	0.106214	13275.0
NC_001421.2	13300	13350	0.0491113	13325.0
NC_001421.2	13350	13400	0.0118596	13375.0
NC_001421.2	13400	13450	0.0468708	13425.0
NC_001421.2	13450	13500	0.0221509	13475.0
NC_001421.2	13500	13550	0.0960269	13525.0
NC_001421.2	13550	13600	0.0257506	13575.0
NC_001421.2	13600	13650	0.0703361	13625.0
NC_001421.2	13650	13700	0.0579985	13675.0
NC_001421.2	13700	13750	0.255803	13725.0
NC_001421.2	13750	13800	0.0556535	13775.0
NC_001421.2	13800	13850	0.112726	13825.0
NC_001421.2	13850	13900	0.099059	13875.0
NC_001421.2	13900	13950	0.214698	13925.0
NC_001421.2	13950	14000	0.128842	13975.0
NC_001421.2	14000	14050	0.18124	14025.0
NC_001421.2	14050	14100	0.157774	14075.0
NC_001421.2	14100	14150	0.108529	14125.0
NC_001421.2	14150	14200	0.132009	14175.0
NC_001421.2	14200	14250	0.125273	14225.0
NC_001421.2	14250	14300	0.124526	14275.0
NC_001421.2	14300	14350	0.0736669	14325.0
NC_001421.2	14350	14400	0.0524869	14375.0
NC_001421.2	14400	14450	0.0436594	14425.0
NC_001421.2	14450	14500	0.0158775	14475.0
NC_001421.2	14500	14550	0.0273637	14525.0
NC_001421.2	14550	14600	0.0421807	14575.0
NC_001421.2	14600	14650	0.0775056	14625.0
NC_001421.2	14650	14700	0.0351755	14675.0
NC_001421.2	14700	14750	0.0582674	14725.0
NC_001421.2	14750	14800	0.0800299	14775.0
NC_001421.2	14800	14850	0.0677371	14825.0
NC_001421.2	14850	14900	0.0431516	14875.0
NC_001421.2	14900	14950	0.0	14925.0
NC_001421.2	14950	15000	0.0	14975.0
NC_001421.2	15000	15050	0.0	15025.0
