chrom	start	end	NucDiv	Middle
NC_001421.2	6500	6525	0.0735773	6512.5
NC_001421.2	6525	6550	0.0864824	6537.5
NC_001421.2	6550	6575	0.0514414	6562.5
NC_001421.2	6575	6600	0.00976848	6587.5
NC_001421.2	6600	6625	0.038835	6612.5
NC_001421.2	6625	6650	0.0262584	6637.5
NC_001421.2	6650	6675	0.0523376	6662.5
NC_001421.2	6675	6700	0.101777	6687.5
NC_001421.2	6700	6725	0.0912323	6712.5
NC_001421.2	6725	6750	0.11292	6737.5
NC_001421.2	6750	6775	0.107931	6762.5
NC_001421.2	6775	6800	0.106497	6787.5
NC_001421.2	6800	6825	0.0934429	6812.5
NC_001421.2	6825	6850	0.167528	6837.5
NC_001421.2	6850	6875	0.125676	6862.5
NC_001421.2	6875	6900	0.0542494	6887.5
NC_001421.2	6900	6925	0.0865422	6912.5
NC_001421.2	6925	6950	0.136341	6937.5
NC_001421.2	6950	6975	0.0726214	6962.5
NC_001421.2	6975	7000	0.0244361	6987.5
NC_001421.2	7000	7025	0.00603435	7012.5
NC_001421.2	7025	7050	0.0146079	7037.5
NC_001421.2	7050	7075	0.0714862	7062.5
NC_001421.2	7075	7100	0.0522479	7087.5
NC_001421.2	7100	7125	0.00725915	7112.5
NC_001421.2	7125	7150	0.0575653	7137.5
NC_001421.2	7150	7175	0.0060941	7162.5
NC_001421.2	7175	7200	0.0385661	7187.5
NC_001421.2	7200	7225	0.0358178	7212.5
NC_001421.2	7225	7250	0.0637192	7237.5
NC_001421.2	7250	7275	0.0314862	7262.5
NC_001421.2	7275	7300	0.0608514	7287.5
NC_001421.2	7300	7325	0.101748	7312.5
NC_001421.2	7325	7350	0.066587	7337.5
NC_001421.2	7350	7375	0.0235101	7362.5
NC_001421.2	7375	7400	0.0633308	7387.5
NC_001421.2	7400	7425	0.0465123	7412.5
NC_001421.2	7425	7450	0.078596	7437.5
NC_001421.2	7450	7475	0.0823301	7462.5
NC_001421.2	7475	7500	0.0900971	7487.5
NC_001421.2	7500	7525	0.119731	7512.5
NC_001421.2	7525	7550	0.0404182	7537.5
NC_001421.2	7550	7575	0.0434055	7562.5
NC_001421.2	7575	7600	0.0551158	7587.5
NC_001421.2	7600	7625	0.0889918	7612.5
NC_001421.2	7625	7650	0.0692457	7637.5
NC_001421.2	7650	7675	0.0608514	7662.5
NC_001421.2	7675	7700	0.0739656	7687.5
NC_001421.2	7700	7725	0.0	7712.5
NC_001421.2	7725	7750	0.0105153	7737.5
NC_001421.2	7750	7775	0.0173861	7762.5
NC_001421.2	7775	7800	0.0465123	7787.5
NC_001421.2	7800	7825	0.0587304	7812.5
NC_001421.2	7825	7850	0.0338163	7837.5
NC_001421.2	7850	7875	0.0228827	7862.5
NC_001421.2	7875	7900	0.00896191	7887.5
NC_001421.2	7900	7925	0.035758	7912.5
NC_001421.2	7925	7950	0.0140403	7937.5
NC_001421.2	7950	7975	0.0899776	7962.5
NC_001421.2	7975	8000	0.00451083	7987.5
NC_001421.2	8000	8025	0.0500971	8012.5
NC_001421.2	8025	8050	0.0140403	8037.5
NC_001421.2	8050	8075	0.0152651	8062.5
NC_001421.2	8075	8100	0.0212397	8087.5
NC_001421.2	8100	8125	0.0470799	8112.5
NC_001421.2	8125	8150	0.011292	8137.5
NC_001421.2	8150	8175	0.0935922	8162.5
NC_001421.2	8175	8200	0.0671845	8187.5
NC_001421.2	8200	8225	0.00152353	8212.5
NC_001421.2	8225	8250	0.0324122	8237.5
NC_001421.2	8250	8275	0.0387155	8262.5
NC_001421.2	8275	8300	0.0180134	8287.5
NC_001421.2	8300	8325	0.0	8312.5
NC_001421.2	8325	8350	0.0127558	8337.5
NC_001421.2	8350	8375	0.0130545	8362.5
NC_001421.2	8375	8400	0.00725915	8387.5
NC_001421.2	8400	8425	0.024466	8412.5
NC_001421.2	8425	8450	0.0206124	8437.5
NC_001421.2	8450	8475	0.00304705	8462.5
NC_001421.2	8475	8500	0.0239582	8487.5
NC_001421.2	8500	8525	0.00758775	8512.5
NC_001421.2	8525	8550	0.00854369	8537.5
NC_001421.2	8550	8575	0.0103062	8562.5
NC_001421.2	8575	8600	0.0128753	8587.5
NC_001421.2	8600	8625	0.0912323	8612.5
NC_001421.2	8625	8650	0.0417625	8637.5
NC_001421.2	8650	8675	0.0317849	8662.5
NC_001421.2	8675	8700	0.0391038	8687.5
NC_001421.2	8700	8725	0.0450784	8712.5
NC_001421.2	8725	8750	0.0244959	8737.5
NC_001421.2	8750	8775	0.0231516	8762.5
NC_001421.2	8775	8800	0.0173264	8787.5
NC_001421.2	8800	8825	0.0103062	8812.5
NC_001421.2	8825	8850	0.102942	8837.5
NC_001421.2	8850	8875	0.0429276	8862.5
NC_001421.2	8875	8900	0.0493204	8887.5
NC_001421.2	8900	8925	0.027304	8912.5
NC_001421.2	8925	8950	0.0148768	8937.5
NC_001421.2	8950	8975	0.0422704	8962.5
NC_001421.2	8975	9000	0.0316953	8987.5
NC_001421.2	9000	9025	0.0276923	9012.5
NC_001421.2	9025	9050	0.0385362	9037.5
NC_001421.2	9050	9075	0.0146975	9062.5
NC_001421.2	9075	9100	0.00890217	9087.5
NC_001421.2	9100	9125	0.0513219	9112.5
NC_001421.2	9125	9150	0.0332786	9137.5
NC_001421.2	9150	9175	0.00914115	9162.5
NC_001421.2	9175	9200	0.0328603	9187.5
NC_001421.2	9200	9225	0.0475579	9212.5
NC_001421.2	9225	9250	0.00457058	9237.5
NC_001421.2	9250	9275	0.0296341	9262.5
NC_001421.2	9275	9300	0.00755788	9287.5
NC_001421.2	9300	9325	0.00911128	9312.5
NC_001421.2	9325	9350	0.0154444	9337.5
NC_001421.2	9350	9375	0.0516206	9362.5
NC_001421.2	9375	9400	0.0420015	9387.5
NC_001421.2	9400	9425	0.00152353	9412.5
NC_001421.2	9425	9450	0.0352502	9437.5
NC_001421.2	9450	9475	0.112323	9462.5
NC_001421.2	9475	9500	0.049171	9487.5
NC_001421.2	9500	9525	0.0597162	9512.5
NC_001421.2	9525	9550	0.00301718	9537.5
NC_001421.2	9550	9575	0.0390142	9562.5
NC_001421.2	9575	9600	0.0237491	9587.5
NC_001421.2	9600	9625	0.00878267	9612.5
NC_001421.2	9625	9650	0.0310381	9637.5
NC_001421.2	9650	9675	0.0332188	9662.5
NC_001421.2	9675	9700	0.0953846	9687.5
NC_001421.2	9700	9725	0.0660493	9712.5
NC_001421.2	9725	9750	0.0231217	9737.5
NC_001421.2	9750	9775	0.0104854	9762.5
NC_001421.2	9775	9800	0.0694548	9787.5
NC_001421.2	9800	9825	0.0135624	9812.5
NC_001421.2	9825	9850	0.0675728	9837.5
NC_001421.2	9850	9875	0.0415833	9862.5
NC_001421.2	9875	9900	0.0586109	9887.5
NC_001421.2	9900	9925	0.0396714	9912.5
NC_001421.2	9925	9950	0.0196266	9937.5
NC_001421.2	9950	9975	0.0256908	9962.5
NC_001421.2	9975	10000	0.04	9987.5
NC_001421.2	10000	10025	0.0100075	10012.5
NC_001421.2	10025	10050	0.00304705	10037.5
NC_001421.2	10050	10075	0.0824795	10062.5
NC_001421.2	10075	10100	0.0610605	10087.5
NC_001421.2	10100	10125	0.0313966	10112.5
NC_001421.2	10125	10150	0.0402689	10137.5
NC_001421.2	10150	10175	0.039283	10162.5
NC_001421.2	10175	10200	0.0690067	10187.5
NC_001421.2	10200	10225	0.0598954	10212.5
NC_001421.2	10225	10250	0.0279014	10237.5
NC_001421.2	10250	10275	0.0570575	10262.5
NC_001421.2	10275	10300	0.0649739	10287.5
NC_001421.2	10300	10325	0.0506945	10312.5
NC_001421.2	10325	10350	0.0208813	10337.5
NC_001421.2	10350	10375	0.00976848	10362.5
NC_001421.2	10375	10400	0.0249739	10387.5
NC_001421.2	10400	10425	0.0210007	10412.5
NC_001421.2	10425	10450	0.057894	10437.5
NC_001421.2	10450	10475	0.0495295	10462.5
NC_001421.2	10475	10500	0.0232711	10487.5
NC_001421.2	10500	10525	0.0503361	10512.5
NC_001421.2	10525	10550	0.0358178	10537.5
NC_001421.2	10550	10575	0.0352502	10562.5
NC_001421.2	10575	10600	0.0356684	10587.5
NC_001421.2	10600	10625	0.0765945	10612.5
NC_001421.2	10625	10650	0.0417924	10637.5
NC_001421.2	10650	10675	0.041643	10662.5
NC_001421.2	10675	10700	0.0957132	10687.5
NC_001421.2	10700	10725	0.105661	10712.5
NC_001421.2	10725	10750	0.0546677	10737.5
NC_001421.2	10750	10775	0.0895892	10762.5
NC_001421.2	10775	10800	0.0648245	10787.5
NC_001421.2	10800	10825	0.0182823	10812.5
NC_001421.2	10825	10850	0.0146079	10837.5
NC_001421.2	10850	10875	0.0360568	10862.5
NC_001421.2	10875	10900	0.0268857	10887.5
NC_001421.2	10900	10925	0.0346826	10912.5
NC_001421.2	10925	10950	0.086363	10937.5
NC_001421.2	10950	10975	0.0490814	10962.5
NC_001421.2	10975	11000	0.0630919	10987.5
NC_001421.2	11000	11025	0.172965	11012.5
NC_001421.2	11025	11050	0.0912323	11037.5
NC_001421.2	11050	11075	0.123286	11062.5
NC_001421.2	11075	11100	0.162121	11087.5
NC_001421.2	11100	11125	0.176639	11112.5
NC_001421.2	11125	11150	0.101897	11137.5
NC_001421.2	11150	11175	0.128902	11162.5
NC_001421.2	11175	11200	0.132845	11187.5
NC_001421.2	11200	11225	0.0680508	11212.5
NC_001421.2	11225	11250	0.0349813	11237.5
NC_001421.2	11250	11275	0.114951	11262.5
NC_001421.2	11275	11300	0.0296938	11287.5
NC_001421.2	11300	11325	0.232532	11312.5
NC_001421.2	11325	11350	0.136759	11337.5
NC_001421.2	11350	11375	0.0732786	11362.5
NC_001421.2	11375	11400	0.104227	11387.5
NC_001421.2	11400	11425	0.164242	11412.5
NC_001421.2	11425	11450	0.189724	11437.5
NC_001421.2	11450	11475	0.0483943	11462.5
NC_001421.2	11475	11500	0.0421509	11487.5
NC_001421.2	11500	11525	0.095295	11512.5
NC_001421.2	11525	11550	0.107573	11537.5
NC_001421.2	11550	11575	0.0330396	11562.5
NC_001421.2	11575	11600	0.0299627	11587.5
NC_001421.2	11600	11625	0.0982823	11612.5
NC_001421.2	11625	11650	0.0381777	11637.5
NC_001421.2	11650	11675	0.0201046	11662.5
NC_001421.2	11675	11700	0.0343241	11687.5
NC_001421.2	11700	11725	0.061419	11712.5
NC_001421.2	11725	11750	0.0389246	11737.5
NC_001421.2	11750	11775	0.0420314	11762.5
NC_001421.2	11775	11800	0.0649739	11787.5
NC_001421.2	11800	11825	0.0290067	11812.5
NC_001421.2	11825	11850	0.0361464	11837.5
NC_001421.2	11850	11875	0.0345034	11862.5
NC_001421.2	11875	11900	0.0621957	11887.5
NC_001421.2	11900	11925	0.0610904	11912.5
NC_001421.2	11925	11950	0.014578	11937.5
NC_001421.2	11950	11975	0.0577745	11962.5
NC_001421.2	11975	12000	0.0778491	11987.5
NC_001421.2	12000	12025	0.110859	12012.5
NC_001421.2	12025	12050	0.0935325	12037.5
NC_001421.2	12050	12075	0.0193876	12062.5
NC_001421.2	12075	12100	0.128872	12087.5
NC_001421.2	12100	12125	0.204959	12112.5
NC_001421.2	12125	12150	0.0955041	12137.5
NC_001421.2	12150	12175	0.0562808	12162.5
NC_001421.2	12175	12200	0.0570575	12187.5
NC_001421.2	12200	12225	0.0544586	12212.5
NC_001421.2	12225	12250	0.0198357	12237.5
NC_001421.2	12250	12275	0.0636893	12262.5
NC_001421.2	12275	12300	0.117132	12287.5
NC_001421.2	12300	12325	0.0664376	12312.5
NC_001421.2	12325	12350	0.0448394	12337.5
NC_001421.2	12350	12375	0.137715	12362.5
NC_001421.2	12375	12400	0.125795	12387.5
NC_001421.2	12400	12425	0.0988798	12412.5
NC_001421.2	12425	12450	0.0513518	12437.5
NC_001421.2	12450	12475	0.0417028	12462.5
NC_001421.2	12475	12500	0.0533831	12487.5
NC_001421.2	12500	12525	0.064705	12512.5
NC_001421.2	12525	12550	0.0353398	12537.5
NC_001421.2	12550	12575	0.0650934	12562.5
NC_001421.2	12575	12600	0.100672	12587.5
NC_001421.2	12600	12625	0.068708	12612.5
NC_001421.2	12625	12650	0.0661987	12637.5
NC_001421.2	12650	12675	0.131382	12662.5
NC_001421.2	12675	12700	0.121613	12687.5
NC_001421.2	12700	12725	0.131979	12712.5
NC_001421.2	12725	12750	0.0893503	12737.5
NC_001421.2	12750	12775	0.0860045	12762.5
NC_001421.2	12775	12800	0.181718	12787.5
NC_001421.2	12800	12825	0.138043	12812.5
NC_001421.2	12825	12850	0.0627334	12837.5
NC_001421.2	12850	12875	0.0194175	12862.5
NC_001421.2	12875	12900	0.156893	12887.5
NC_001421.2	12900	12925	0.0450784	12912.5
NC_001421.2	12925	12950	0.0338462	12937.5
NC_001421.2	12950	12975	0.0831665	12962.5
NC_001421.2	12975	13000	0.127379	12987.5
NC_001421.2	13000	13025	0.0429276	13012.5
NC_001421.2	13025	13050	0.102285	13037.5
NC_001421.2	13050	13075	0.0538611	13062.5
NC_001421.2	13075	13100	0.100344	13087.5
NC_001421.2	13100	13125	0.0588798	13112.5
NC_001421.2	13125	13150	0.0716654	13137.5
NC_001421.2	13150	13175	0.105452	13162.5
NC_001421.2	13175	13200	0.0103062	13187.5
NC_001421.2	13200	13225	0.0855564	13212.5
NC_001421.2	13225	13250	0.0799403	13237.5
NC_001421.2	13250	13275	0.0685885	13262.5
NC_001421.2	13275	13300	0.143839	13287.5
NC_001421.2	13300	13325	0.0515907	13312.5
NC_001421.2	13325	13350	0.0466318	13337.5
NC_001421.2	13350	13375	0.0162211	13362.5
NC_001421.2	13375	13400	0.00749813	13387.5
NC_001421.2	13400	13425	0.0299328	13412.5
NC_001421.2	13425	13450	0.0638088	13437.5
NC_001421.2	13450	13475	0.019537	13462.5
NC_001421.2	13475	13500	0.0247647	13487.5
NC_001421.2	13500	13525	0.12944	13512.5
NC_001421.2	13525	13550	0.0626139	13537.5
NC_001421.2	13550	13575	0.0279014	13562.5
NC_001421.2	13575	13600	0.0235997	13587.5
NC_001421.2	13600	13625	0.0401792	13612.5
NC_001421.2	13625	13650	0.100493	13637.5
NC_001421.2	13650	13675	0.0665571	13662.5
NC_001421.2	13675	13700	0.0494399	13687.5
NC_001421.2	13700	13725	0.267095	13712.5
NC_001421.2	13725	13750	0.244511	13737.5
NC_001421.2	13750	13775	0.109783	13762.5
NC_001421.2	13775	13800	0.00152353	13787.5
NC_001421.2	13800	13825	0.0586109	13812.5
NC_001421.2	13825	13850	0.166841	13837.5
NC_001421.2	13850	13875	0.135653	13862.5
NC_001421.2	13875	13900	0.0624645	13887.5
NC_001421.2	13900	13925	0.18342	13912.5
NC_001421.2	13925	13950	0.245975	13937.5
NC_001421.2	13950	13975	0.0912323	13962.5
NC_001421.2	13975	14000	0.166453	13987.5
NC_001421.2	14000	14025	0.187633	14012.5
NC_001421.2	14025	14050	0.174847	14037.5
NC_001421.2	14050	14075	0.242091	14062.5
NC_001421.2	14075	14100	0.0734578	14087.5
NC_001421.2	14100	14125	0.130097	14112.5
NC_001421.2	14125	14150	0.0869604	14137.5
NC_001421.2	14150	14175	0.16472	14162.5
NC_001421.2	14175	14200	0.099298	14187.5
NC_001421.2	14200	14225	0.131979	14212.5
